Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,PlacedOrNot,CodingSkills,Aptitude Skills,TechnicalSkills,Communication Skills
22,Male,Information Technology,0,6,0,0,21,7,11,24
19,Male,Electronics And Communication,2,8,0,1,26,9,10,21
19,Male,Mechanical,0,6,1,0,24,19,9,23
21,Male,Information Technology,0,8,0,1,23,17,8,20
21,Male,Information Technology,1,6,0,0,26,14,7,10
21,Male,Electronics And Communication,2,8,1,1,12,16,6,20
19,Male,Information Technology,1,7,0,0,21,12,5,10
21,Male,Computer Science,0,8,0,1,32,14,4,20
20,Male,Electrical,0,8,0,1,25,15,2,21
20,Male,Information Technology,0,6,0,0,24,12,1,24
20,Male,Electronics And Communication,2,6,0,1,26,14,5,22
21,Male,Electrical,1,8,0,1,24,19,6,21
22,Male,Electrical,0,7,0,0,21,17,4,16
21,Male,Information Technology,2,7,1,0,23,14,8,15
21,Male,Information Technology,2,6,0,1,29,32,31,11
20,Male,Mechanical,0,6,0,0,10,31,32,24
21,Male,Electrical,0,7,0,0,12,32,24,26
22,Male,Information Technology,2,6,0,1,10,34,25,25
21,Female,Computer Science,0,8,0,1,5,39,29,24
21,Male,Electronics And Communication,0,8,0,1,6,36,26,29
19,Male,Computer Science,2,7,1,0,7,35,27,28
20,Female,Electrical,0,8,1,1,8,30,31,27
19,Male,Electrical,0,8,0,1,9,47,25,24
19,Male,Information Technology,3,7,0,1,10,42,24,26
21,Female,Computer Science,0,6,1,0,11,41,22,25
21,Male,Computer Science,2,6,0,1,12,45,20,25
22,Male,Computer Science,2,8,0,1,26,52,66,21
20,Male,Electrical,1,7,0,1,36,54,65,24
19,Male,Mechanical,0,6,0,0,24,58,62,54
20,Male,Electrical,0,6,1,0,14,59,78,53
19,Male,Civil,0,8,0,1,12,59,74,50
19,Male,Computer Science,1,6,0,0,26,53,70,52
21,Male,Computer Science,0,8,1,1,36,54,64,51
22,Male,Civil,1,7,0,0,41,57,61,56
22,Male,Information Technology,0,6,1,0,21,59,68,54
21,Male,Civil,1,6,0,0,28,58,62,59
21,Female,Computer Science,2,7,0,1,35,52,68,58
20,Male,Electronics And Communication,1,7,0,1,31,65,62,54
19,Male,Electronics And Communication,0,6,0,0,31,64,61,55
20,Male,Mechanical,0,8,1,1,32,85,90,52
20,Female,Information Technology,1,8,0,1,11,90,85,65
21,Male,Computer Science,0,6,0,0,32,85,90,30
20,Male,Information Technology,1,7,0,0,25,90,90,35
22,Male,Computer Science,2,7,0,0,26,85,80,45
21,Male,Electronics And Communication,1,8,1,1,36,75,80,20
19,Male,Computer Science,1,7,0,0,39,79,80,75
20,Male,Information Technology,2,7,0,1,40,65,70,78
19,Male,Information Technology,1,8,0,1,45,75,74,78
21,Male,Information Technology,1,9,1,1,47,91,85,75
19,Male,Information Technology,0,6,1,0,42,82,69,60
19,Male,Computer Science,1,9,0,1,47,97,91,71
19,Male,Civil,0,7,0,0,48,89,65,85
20,Female,Computer Science,1,6,1,1,49,90,80,93
20,Male,Information Technology,0,6,0,0,89,72,72,80
19,Male,Electronics And Communication,0,8,0,1,85,70,65,86
19,Male,Electronics And Communication,0,7,0,0,84,74,60,68
21,Male,Computer Science,0,5,1,0,74,70,60,55
21,Male,Electrical,0,7,0,0,85,70,65,55
19,Male,Mechanical,0,9,1,1,86,70,70,55
19,Male,Electronics And Communication,2,8,1,1,89,60,65,60
19,Male,Electronics And Communication,0,9,0,1,52,40,60,70
20,Male,Computer Science,3,6,0,1,58,55,45,40
22,Male,Information Technology,1,6,0,1,59,80,87,45
22,Male,Computer Science,1,9,0,1,66,82,80,47
21,Male,Computer Science,1,7,1,1,62,78,82,74
21,Female,Information Technology,1,5,0,0,64,80,78,77
22,Male,Electrical,0,5,0,0,55,39,47,86
19,Male,Mechanical,1,5,0,0,56,64,62,70
22,Male,Mechanical,0,5,0,0,76,42,46,48
21,Male,Electronics And Communication,0,9,0,1,87,64,62,60
19,Male,Computer Science,0,8,0,1,98,54,52,47
21,Male,Electrical,1,5,0,0,89,56,54,67
20,Male,Electrical,0,5,0,0,67,80,74,59
21,Female,Civil,1,8,0,1,65,78,79,56
20,Male,Computer Science,0,8,1,1,87,54,54,89
22,Male,Information Technology,2,5,0,0,78,68,65,80
20,Male,Mechanical,0,6,0,0,85,75,76,57
19,Male,Computer Science,0,9,1,1,89,24,30,64
22,Male,Civil,1,7,0,0,80,20,40,74
22,Male,Electronics And Communication,0,5,0,0,95,26,27,74
19,Male,Information Technology,0,9,1,1,95,26,31,40
19,Male,Mechanical,0,6,0,1,90,20,18,60
22,Male,Information Technology,1,9,1,1,70,31,21,76
21,Male,Electronics And Communication,1,7,1,1,50,21,28,25
19,Male,Electrical,0,5,0,0,60,29,31,27
21,Male,Computer Science,1,8,0,1,90,26,36,24
22,Male,Computer Science,1,6,0,1,70,21,21,28
19,Male,Electronics And Communication,1,8,1,1,94,21,21,26
22,Male,Electronics And Communication,1,9,1,1,55,25,17,23
22,Male,Computer Science,0,6,0,1,88,26,14,25
22,Female,Computer Science,0,9,0,1,45,23,14,26
19,Male,Information Technology,1,6,0,1,49,24,18,31
20,Male,Mechanical,1,9,0,1,51,28,19,32
21,Male,Computer Science,0,9,0,1,65,29,16,36
19,Male,Information Technology,2,8,0,1,85,32,17,39
21,Male,Electrical,1,9,0,1,40,31,14,34
20,Male,Civil,0,8,0,1,90,34,17,37
19,Male,Computer Science,1,7,0,1,55,36,16,32
20,Male,Information Technology,0,8,0,1,60,12,19,50
20,Male,Computer Science,0,5,0,0,78,21,18,51
19,Female,Electrical,3,9,1,1,84,25,17,41
20,Male,Information Technology,1,7,0,1,74,27,35,12
22,Male,Civil,0,9,0,1,58,36,36,19
20,Male,Mechanical,0,7,1,1,52,35,32,31
21,Male,Information Technology,0,7,0,0,67,32,24,28
20,Male,Computer Science,1,8,0,1,47,31,35,24
21,Male,Information Technology,1,8,0,1,63,27,28,26
21,Male,Civil,0,6,0,0,53,26,27,28
19,Male,Mechanical,0,7,0,0,52,26,26,27
22,Male,Electrical,0,8,0,1,80,25,21,29
22,Male,Computer Science,1,9,0,1,74,21,25,27
20,Female,Civil,1,9,0,1,58,14,12,25
21,Male,Mechanical,0,6,0,1,64,14,21,21
20,Male,Computer Science,2,7,1,1,74,12,21,21
21,Male,Computer Science,0,5,0,0,20,17,23,24
21,Female,Electronics And Communication,0,7,0,0,25,16,10,21
21,Male,Information Technology,0,6,0,0,25,15,14,23
22,Male,Information Technology,1,5,0,0,24,14,11,25
19,Male,Information Technology,1,9,0,1,21,13,12,20
19,Male,Mechanical,3,7,0,1,21,12,13,21
21,Male,Electrical,0,5,0,0,26,11,14,24
20,Female,Computer Science,0,9,1,1,31,9,15,26
21,Male,Computer Science,1,6,0,1,34,8,16,25
22,Male,Information Technology,1,5,0,0,25,7,11,24
21,Male,Electronics And Communication,0,7,0,0,17,9,10,24
21,Male,Information Technology,3,9,0,1,18,19,9,21
22,Male,Mechanical,0,5,0,0,19,17,8,23
21,Male,Computer Science,2,7,0,0,20,14,7,20
20,Male,Information Technology,3,9,0,1,21,16,6,10
22,Male,Mechanical,0,8,0,1,25,12,5,20
19,Male,Electronics And Communication,1,6,1,1,26,14,4,10
20,Male,Mechanical,1,9,0,1,23,15,2,20
20,Male,Civil,2,9,0,1,24,12,1,21
21,Male,Mechanical,1,8,0,1,21,14,5,24
22,Male,Electronics And Communication,1,7,1,1,26,19,6,22
22,Female,Computer Science,1,6,0,0,24,17,4,21
20,Male,Computer Science,0,6,0,0,23,14,8,16
19,Female,Information Technology,1,8,0,1,26,32,31,15
19,Male,Information Technology,1,7,0,0,12,31,32,11
21,Male,Computer Science,1,6,0,0,21,32,24,24
21,Female,Electrical,0,7,1,0,32,34,25,26
20,Male,Computer Science,1,8,0,1,25,39,29,25
21,Male,Civil,1,6,0,0,24,36,26,24
20,Male,Electronics And Communication,1,6,0,0,26,35,27,29
19,Male,Information Technology,2,6,0,1,24,30,31,28
21,Male,Mechanical,1,6,1,0,21,47,25,27
19,Male,Electrical,0,7,0,0,23,42,24,24
19,Male,Information Technology,0,8,0,1,29,41,22,26
21,Male,Civil,0,7,0,0,10,45,20,25
21,Female,Information Technology,1,7,0,1,12,52,66,25
19,Male,Mechanical,0,7,0,0,10,54,65,21
21,Male,Information Technology,2,7,0,1,5,58,62,24
20,Male,Electrical,0,6,0,0,6,59,78,54
19,Male,Computer Science,1,6,0,1,7,59,74,53
20,Female,Computer Science,0,7,1,1,8,53,70,50
19,Female,Computer Science,1,7,0,1,9,54,64,52
19,Male,Electrical,0,6,1,0,10,57,61,51
19,Male,Electronics And Communication,0,7,0,1,11,59,68,56
19,Male,Electrical,0,7,0,0,12,58,62,54
20,Male,Computer Science,0,6,1,1,26,52,68,59
21,Female,Computer Science,1,8,0,1,36,65,62,58
19,Male,Mechanical,0,6,0,0,24,64,61,54
19,Male,Computer Science,2,8,0,1,14,85,90,55
20,Male,Computer Science,0,7,0,0,12,90,85,52
20,Male,Electrical,1,6,0,1,26,85,90,30
22,Female,Computer Science,3,6,0,1,36,90,90,35
21,Male,Electrical,0,7,0,0,41,85,80,45
20,Male,Computer Science,0,8,1,1,21,75,80,20
19,Male,Information Technology,2,8,0,1,28,79,80,75
22,Male,Electronics And Communication,1,6,0,0,35,65,70,78
22,Male,Information Technology,0,7,0,1,31,75,74,78
20,Male,Mechanical,0,6,1,0,31,91,85,75
20,Male,Mechanical,0,7,0,0,32,82,69,60
21,Male,Computer Science,0,8,0,1,11,97,91,71
22,Male,Civil,0,8,0,1,32,89,65,85
22,Male,Computer Science,1,8,0,1,25,90,80,93
19,Male,Civil,1,6,0,0,26,72,72,80
22,Male,Electrical,0,8,0,1,36,70,65,86
21,Male,Electronics And Communication,0,6,0,0,39,74,60,68
20,Male,Electrical,0,6,0,0,40,70,60,55
20,Male,Electronics And Communication,1,8,0,1,45,70,65,55
22,Male,Computer Science,1,6,0,1,47,70,70,55
19,Male,Computer Science,0,8,0,1,42,60,65,60
19,Male,Mechanical,0,8,1,1,47,40,60,70
20,Male,Information Technology,1,6,1,0,48,55,45,40
19,Female,Information Technology,1,6,0,0,49,80,87,45
21,Male,Electrical,0,6,0,0,89,82,80,47
21,Female,Mechanical,1,6,0,0,85,78,82,74
22,Male,Mechanical,0,8,0,1,84,80,78,77
21,Male,Computer Science,1,8,0,1,74,39,47,86
19,Female,Electronics And Communication,1,8,1,1,85,64,62,70
19,Male,Electronics And Communication,0,7,0,1,86,42,46,48
21,Male,Electronics And Communication,0,8,0,1,89,64,62,60
21,Male,Civil,1,6,0,0,52,54,52,47
19,Male,Mechanical,1,8,1,1,58,56,54,67
20,Male,Electronics And Communication,1,7,0,1,59,80,74,59
19,Male,Mechanical,0,7,0,0,66,78,79,56
19,Male,Civil,0,8,1,1,62,54,54,89
19,Male,Mechanical,0,7,0,0,64,68,65,80
19,Male,Information Technology,0,6,0,0,55,75,76,57
19,Male,Electrical,2,7,0,1,56,24,30,64
20,Female,Computer Science,0,7,0,0,76,20,40,74
22,Female,Civil,1,6,0,0,87,26,27,74
19,Male,Civil,1,6,0,1,98,26,31,40
20,Male,Computer Science,1,7,0,1,89,20,18,60
22,Male,Information Technology,1,6,0,1,67,31,21,76
19,Male,Computer Science,0,7,1,1,65,21,28,25
19,Female,Electrical,0,7,0,0,87,29,31,27
22,Male,Computer Science,1,7,0,0,78,26,36,24
21,Male,Civil,0,8,0,1,85,21,21,28
20,Male,Civil,1,8,0,1,89,21,21,26
21,Male,Electronics And Communication,2,8,0,1,80,25,17,23
20,Female,Computer Science,0,6,1,0,95,26,14,25
21,Male,Electrical,1,7,0,1,95,23,14,26
22,Male,Computer Science,1,7,0,0,90,24,18,31
22,Female,Information Technology,3,6,1,0,70,28,19,32
20,Male,Computer Science,2,7,0,1,50,29,16,36
20,Male,Computer Science,2,6,0,1,60,32,17,39
19,Male,Mechanical,1,6,1,0,90,31,14,34
22,Male,Information Technology,1,8,0,1,70,34,17,37
22,Male,Mechanical,0,8,0,1,94,36,16,32
22,Female,Electronics And Communication,1,7,0,0,55,12,19,50
20,Male,Electrical,0,8,1,1,88,21,18,51
21,Male,Information Technology,1,8,0,1,45,25,17,41
21,Male,Computer Science,0,6,0,0,49,27,35,12
21,Male,Information Technology,0,6,0,0,51,36,36,19
21,Male,Information Technology,0,8,0,1,65,35,32,31
20,Female,Civil,1,6,1,0,85,32,24,28
19,Male,Information Technology,0,7,0,0,40,31,35,24
20,Female,Information Technology,0,6,0,0,90,27,28,26
22,Male,Mechanical,1,8,0,1,55,26,27,28
22,Female,Electrical,0,7,0,0,60,26,26,27
21,Male,Information Technology,1,7,0,0,78,25,21,29
19,Female,Electrical,1,7,0,1,84,21,25,27
19,Female,Electronics And Communication,0,6,0,0,74,14,12,25
19,Male,Information Technology,1,7,0,0,58,14,21,21
20,Female,Computer Science,1,8,0,1,52,12,21,21
20,Male,Information Technology,1,7,0,0,67,17,23,24
22,Female,Electronics And Communication,1,7,0,0,47,16,10,21
20,Male,Civil,0,7,0,0,63,15,14,23
20,Male,Electronics And Communication,1,6,0,0,53,14,11,25
21,Female,Information Technology,0,6,0,0,52,13,12,20
21,Male,Information Technology,0,7,0,0,80,12,13,21
20,Female,Electronics And Communication,0,7,0,1,74,11,14,24
19,Male,Electrical,2,7,1,1,58,9,15,26
21,Male,Information Technology,0,8,0,1,64,8,16,25
21,Male,Computer Science,1,6,0,0,74,7,11,24
20,Male,Civil,0,8,0,1,20,9,10,24
22,Male,Civil,1,7,0,0,25,19,9,21
20,Male,Information Technology,0,6,0,0,25,17,8,23
19,Male,Electrical,0,6,0,0,24,14,7,20
22,Male,Civil,0,7,0,0,21,16,6,10
21,Male,Civil,0,7,0,0,21,12,5,20
22,Male,Information Technology,0,7,0,0,26,14,4,10
19,Male,Electrical,0,8,0,1,31,15,2,20
21,Male,Information Technology,1,8,0,1,34,12,1,21
21,Male,Electronics And Communication,1,7,1,1,25,14,5,24
22,Female,Computer Science,2,8,0,1,17,19,6,22
22,Male,Computer Science,0,8,0,1,18,17,4,21
19,Male,Electrical,1,7,1,1,19,14,8,16
20,Male,Computer Science,1,7,0,0,20,32,31,15
20,Male,Electronics And Communication,1,6,0,0,21,31,32,11
19,Male,Civil,1,8,0,1,25,32,24,24
22,Male,Computer Science,0,6,0,0,26,34,25,26
20,Male,Electronics And Communication,0,6,0,0,23,39,29,25
22,Male,Mechanical,0,6,0,0,24,36,26,24
21,Male,Information Technology,0,7,0,0,21,35,27,29
21,Female,Electronics And Communication,0,7,0,0,26,30,31,28
20,Male,Electronics And Communication,0,8,1,1,24,47,25,27
20,Female,Electronics And Communication,2,8,0,1,23,42,24,24
22,Female,Computer Science,1,7,0,0,26,41,22,26
22,Female,Mechanical,1,6,0,0,12,45,20,25
19,Male,Electronics And Communication,0,7,0,0,21,52,66,25
22,Female,Electronics And Communication,0,8,0,1,32,54,65,21
19,Male,Electrical,1,6,0,0,25,58,62,24
20,Male,Computer Science,2,7,0,1,24,59,78,54
19,Female,Computer Science,1,7,0,0,26,59,74,53
21,Male,Mechanical,0,8,0,1,24,53,70,50
22,Male,Computer Science,1,6,0,0,21,54,64,52
19,Male,Mechanical,1,6,0,0,23,57,61,51
20,Male,Electrical,0,6,0,0,29,59,68,56
29,Female,Mechanical,1,8,0,1,10,58,62,54
20,Male,Information Technology,1,6,0,0,12,52,68,59
20,Male,Information Technology,0,6,0,0,10,65,62,58
20,Male,Information Technology,1,6,0,0,5,64,61,54
20,Male,Electronics And Communication,0,6,0,0,6,85,90,55
22,Male,Civil,1,8,0,1,7,90,85,52
19,Male,Computer Science,0,6,0,0,8,85,90,30
20,Male,Electronics And Communication,1,6,0,0,9,90,90,35
19,Male,Information Technology,0,7,0,0,10,85,80,45
20,Male,Electrical,0,6,0,0,11,75,80,20
19,Female,Computer Science,0,8,0,1,12,79,80,75
20,Male,Information Technology,0,8,1,1,26,65,70,78
19,Male,Information Technology,2,7,0,1,36,75,74,78
22,Female,Civil,1,6,0,0,24,91,85,75
22,Male,Civil,1,6,0,0,14,82,69,60
19,Male,Electrical,0,8,0,1,12,97,91,71
21,Male,Electrical,0,8,0,1,26,89,65,85
22,Female,Information Technology,0,6,0,0,36,90,80,93
20,Male,Electronics And Communication,1,7,0,0,41,72,72,80
21,Male,Computer Science,2,7,0,1,21,70,65,86
19,Male,Information Technology,2,8,0,1,28,74,60,68
22,Female,Information Technology,1,7,0,0,35,70,60,55
21,Male,Electronics And Communication,0,7,0,1,31,70,65,55
19,Male,Information Technology,1,8,0,1,31,70,70,55
21,Male,Computer Science,1,6,0,0,32,60,65,60
21,Male,Electronics And Communication,1,8,1,1,11,40,60,70
21,Male,Computer Science,0,7,1,0,32,55,45,40
20,Male,Civil,0,7,0,0,25,80,87,45
21,Female,Information Technology,0,8,0,1,26,82,80,47
20,Male,Computer Science,0,6,0,0,36,78,82,74
19,Female,Electrical,1,7,0,1,39,80,78,77
22,Male,Civil,0,8,0,1,40,39,47,86
19,Male,Computer Science,0,7,1,0,45,64,62,70
20,Male,Computer Science,0,8,0,1,47,42,46,48
20,Female,Mechanical,1,7,0,0,42,64,62,60
22,Female,Computer Science,1,8,0,1,47,54,52,47
22,Male,Information Technology,0,6,0,0,48,56,54,67
19,Male,Computer Science,1,8,0,1,49,80,74,59
20,Female,Electrical,3,6,1,0,89,78,79,56
20,Male,Civil,0,8,0,1,85,54,54,89
19,Male,Mechanical,1,7,0,0,84,68,65,80
22,Male,Computer Science,1,6,0,0,74,75,76,57
19,Male,Mechanical,1,8,0,1,85,24,30,64
21,Male,Electrical,1,6,0,0,86,20,40,74
21,Male,Mechanical,0,8,0,1,89,26,27,74
20,Male,Computer Science,0,6,0,0,52,26,31,40
20,Male,Mechanical,1,6,0,0,58,20,18,60
20,Male,Computer Science,1,8,0,1,59,31,21,76
20,Male,Mechanical,2,6,0,1,66,21,28,25
20,Male,Computer Science,0,7,1,0,62,29,31,27
20,Male,Computer Science,0,6,0,0,64,26,36,24
20,Male,Computer Science,0,6,0,0,55,21,21,28
21,Male,Computer Science,1,8,0,1,56,21,21,26
20,Male,Electronics And Communication,1,6,1,0,76,25,17,23
20,Female,Civil,1,7,0,0,87,26,14,25
19,Male,Electronics And Communication,1,7,0,1,98,23,14,26
19,Female,Electronics And Communication,0,8,0,1,89,24,18,31
19,Male,Electronics And Communication,1,7,1,0,67,28,19,32
21,Female,Information Technology,0,6,0,0,65,29,16,36
22,Male,Electrical,1,7,1,0,87,32,17,39
22,Male,Mechanical,1,6,0,0,78,31,14,34
21,Male,Mechanical,0,6,1,0,85,34,17,37
20,Male,Information Technology,0,7,1,0,89,36,16,32
22,Male,Mechanical,1,7,0,0,80,12,19,50
22,Male,Civil,0,8,0,1,95,21,18,51
22,Female,Electronics And Communication,0,6,0,0,95,25,17,41
19,Male,Mechanical,0,7,0,0,90,27,35,12
22,Male,Electronics And Communication,1,6,0,0,70,36,36,19
19,Male,Civil,0,6,0,0,50,35,32,31
22,Male,Information Technology,2,8,0,1,60,32,24,28
20,Male,Computer Science,1,8,0,1,90,31,35,24
20,Male,Electronics And Communication,0,6,0,0,70,27,28,26
19,Male,Civil,1,7,0,0,94,26,27,28
22,Male,Information Technology,0,8,1,1,55,26,26,27
21,Male,Electrical,1,8,0,1,88,25,21,29
21,Male,Civil,0,7,1,0,45,21,25,27
22,Male,Mechanical,0,6,1,0,49,14,12,25
20,Male,Information Technology,0,8,0,1,51,14,21,21
19,Female,Mechanical,1,6,0,0,65,12,21,21
22,Female,Computer Science,2,7,0,0,85,17,23,24
22,Male,Mechanical,0,6,0,0,40,16,10,21
20,Male,Civil,0,6,0,0,90,15,14,23
20,Male,Computer Science,1,7,0,0,55,14,11,25
21,Male,Computer Science,2,6,0,1,60,13,12,20
20,Male,Computer Science,0,7,0,0,78,12,13,21
19,Male,Computer Science,1,8,0,1,84,11,14,24
21,Male,Electrical,1,6,0,0,74,9,15,26
22,Male,Mechanical,0,6,0,0,58,8,16,25
21,Male,Electrical,0,7,0,0,52,7,11,24
22,Male,Electronics And Communication,0,8,0,1,67,9,10,24
21,Male,Electrical,0,7,0,0,47,19,9,21
22,Male,Electronics And Communication,1,6,0,0,63,17,8,23
20,Male,Mechanical,1,8,0,1,53,14,7,20
21,Male,Computer Science,1,6,0,0,52,16,6,10
20,Male,Civil,1,8,0,1,80,12,5,20
22,Male,Civil,0,6,0,0,74,14,4,10
21,Male,Computer Science,0,8,1,1,58,15,2,20
21,Male,Civil,0,6,0,0,64,12,1,21
19,Male,Computer Science,1,6,0,0,74,14,5,24
22,Male,Civil,0,6,0,0,20,19,6,22
19,Male,Civil,1,8,0,1,25,17,4,21
21,Male,Computer Science,1,6,0,0,25,14,8,16
20,Male,Computer Science,1,7,0,0,24,32,31,15
19,Male,Electrical,0,8,1,1,21,31,32,11
20,Male,Information Technology,1,8,0,1,21,32,24,24
20,Male,Computer Science,1,6,0,0,26,34,25,26
22,Male,Mechanical,0,8,0,1,31,39,29,25
19,Male,Electronics And Communication,1,8,0,1,34,36,26,24
19,Male,Civil,0,6,0,0,25,35,27,29
19,Male,Civil,0,8,1,1,17,30,31,28
20,Male,Mechanical,0,8,0,1,18,47,25,27
19,Male,Electronics And Communication,0,8,0,1,19,42,24,24
22,Male,Information Technology,0,6,0,0,20,41,22,26
28,Male,Computer Science,0,6,0,1,21,45,20,25
22,Male,Computer Science,1,7,0,0,25,52,66,25
22,Male,Information Technology,0,6,0,0,26,54,65,21
19,Male,Electronics And Communication,1,6,0,0,23,58,62,24
19,Male,Computer Science,1,7,0,0,24,59,78,54
21,Male,Computer Science,0,7,0,0,21,59,74,53
22,Male,Mechanical,1,6,0,0,26,53,70,50
20,Male,Electronics And Communication,1,7,0,0,24,54,64,52
19,Male,Mechanical,0,8,0,1,23,57,61,51
22,Male,Civil,0,7,0,0,26,59,68,56
21,Male,Electrical,0,8,0,1,12,58,62,54
20,Male,Mechanical,0,7,1,0,21,52,68,59
19,Male,Mechanical,1,8,0,1,32,65,62,58
21,Male,Information Technology,1,6,0,0,25,64,61,54
19,Male,Mechanical,1,8,1,1,24,85,90,55
19,Male,Computer Science,0,7,1,0,26,90,85,52
22,Male,Civil,1,6,0,0,24,85,90,30
19,Female,Computer Science,1,6,0,0,21,90,90,35
22,Male,Information Technology,1,8,0,1,23,85,80,45
19,Male,Electrical,2,8,1,1,29,75,80,20
21,Female,Mechanical,1,6,1,0,10,79,80,75
21,Male,Electrical,0,7,0,0,12,65,70,78
20,Male,Electrical,0,8,1,1,10,75,74,78
20,Male,Mechanical,1,8,0,1,5,91,85,75
19,Male,Computer Science,2,6,0,1,6,82,69,60
21,Male,Information Technology,0,6,1,0,7,97,91,71
22,Male,Information Technology,1,7,0,0,8,89,65,85
22,Male,Civil,1,8,0,1,9,90,80,93
21,Male,Computer Science,1,7,0,0,10,72,72,80
21,Male,Information Technology,0,7,0,0,11,70,65,86
22,Female,Electronics And Communication,2,7,0,0,12,74,60,68
21,Male,Electrical,1,7,1,1,26,70,60,55
22,Male,Information Technology,0,6,1,0,36,70,65,55
19,Male,Civil,0,6,0,0,24,70,70,55
21,Male,Electronics And Communication,1,6,1,0,14,60,65,60
19,Female,Computer Science,1,7,0,0,12,40,60,70
21,Male,Computer Science,0,6,1,0,26,55,45,40
20,Male,Information Technology,0,7,0,0,36,80,87,45
20,Male,Electrical,0,7,0,0,41,82,80,47
19,Male,Electronics And Communication,1,8,1,1,21,78,82,74
19,Male,Computer Science,1,6,0,0,28,80,78,77
21,Male,Civil,0,8,0,1,35,39,47,86
22,Male,Electrical,3,7,0,0,31,64,62,70
21,Male,Electronics And Communication,0,8,1,1,31,42,46,48
22,Male,Computer Science,2,7,0,0,32,64,62,60
22,Male,Electronics And Communication,1,6,0,0,11,54,52,47
21,Male,Information Technology,0,6,0,0,32,56,54,67
21,Male,Information Technology,0,6,0,0,25,80,74,59
20,Male,Information Technology,0,6,0,0,26,78,79,56
19,Male,Computer Science,0,6,1,0,36,54,54,89
21,Female,Electronics And Communication,0,7,0,0,39,68,65,80
22,Male,Information Technology,0,7,1,0,40,75,76,57
21,Male,Computer Science,0,7,1,0,45,24,30,64
22,Male,Computer Science,2,6,0,1,47,20,40,74
20,Male,Information Technology,0,7,1,0,42,26,27,74
21,Male,Mechanical,0,8,0,1,47,26,31,40
21,Female,Electrical,1,7,0,1,48,20,18,60
20,Male,Electrical,2,7,0,1,49,31,21,76
21,Male,Civil,0,8,0,1,89,21,28,25
21,Male,Mechanical,0,8,0,1,85,29,31,27
21,Male,Electrical,0,7,0,0,84,26,36,24
20,Male,Information Technology,0,8,1,1,74,21,21,28
21,Male,Computer Science,0,7,0,0,85,21,21,26
20,Female,Computer Science,2,6,0,1,86,25,17,23
21,Male,Computer Science,1,6,0,0,89,26,14,25
21,Female,Electrical,0,8,0,1,52,23,14,26
21,Male,Computer Science,0,7,0,0,58,24,18,31
21,Male,Civil,0,7,0,0,59,28,19,32
20,Male,Civil,2,7,0,0,66,29,16,36
20,Female,Information Technology,0,6,0,0,62,32,17,39
21,Male,Electronics And Communication,1,6,1,0,64,31,14,34
20,Male,Information Technology,0,8,0,1,55,34,17,37
20,Male,Computer Science,1,8,0,1,56,36,16,32
21,Male,Civil,0,8,1,1,76,12,19,50
20,Male,Computer Science,2,6,0,1,87,21,18,51
21,Female,Mechanical,1,8,0,1,98,25,17,41
20,Male,Civil,0,8,1,1,89,27,35,12
20,Male,Computer Science,1,7,0,0,67,36,36,19
21,Male,Mechanical,0,6,0,0,65,35,32,31
20,Male,Mechanical,0,7,0,0,87,32,24,28
20,Male,Electronics And Communication,1,6,1,0,78,31,35,24
20,Female,Computer Science,0,6,1,0,85,27,28,26
20,Male,Mechanical,0,6,1,0,89,26,27,28
20,Male,Computer Science,1,8,0,1,80,26,26,27
20,Male,Civil,1,6,0,0,95,25,21,29
20,Male,Computer Science,0,8,0,1,95,21,25,27
20,Male,Electronics And Communication,1,6,0,0,90,14,12,25
21,Female,Information Technology,0,7,0,0,70,14,21,21
20,Male,Electrical,1,7,0,1,50,12,21,21
21,Male,Mechanical,3,6,0,1,60,17,23,24
20,Male,Computer Science,0,7,0,0,90,16,10,21
21,Female,Electronics And Communication,1,8,0,1,70,15,14,23
21,Male,Electronics And Communication,1,7,1,1,94,14,11,25
21,Male,Mechanical,0,7,0,0,55,13,12,20
21,Female,Electronics And Communication,1,8,0,1,88,12,13,21
20,Male,Civil,1,8,0,1,45,11,14,24
21,Male,Electronics And Communication,0,7,0,1,49,9,15,26
20,Male,Civil,0,6,1,0,51,8,16,25
21,Male,Information Technology,2,6,0,1,65,7,11,24
20,Male,Information Technology,0,7,0,0,85,9,10,24
20,Male,Electronics And Communication,0,6,0,0,40,19,9,21
20,Male,Information Technology,0,6,0,0,90,17,8,23
20,Male,Mechanical,1,6,0,0,55,14,7,20
21,Male,Electronics And Communication,0,7,0,0,60,16,6,10
20,Male,Mechanical,3,8,0,1,78,12,5,20
20,Male,Mechanical,0,7,0,0,84,14,4,10
21,Male,Civil,1,6,0,0,74,15,2,20
20,Male,Information Technology,1,8,0,1,58,12,1,21
21,Male,Computer Science,1,6,0,0,52,14,5,24
21,Male,Computer Science,1,7,0,0,67,19,6,22
21,Male,Computer Science,1,8,0,1,47,17,4,21
20,Male,Mechanical,1,8,0,1,63,14,8,16
20,Male,Information Technology,0,8,1,1,53,32,31,15
20,Male,Computer Science,0,6,1,0,52,31,32,11
21,Male,Mechanical,1,8,0,1,80,32,24,24
20,Male,Civil,0,8,0,1,74,34,25,26
20,Female,Electronics And Communication,0,6,0,0,58,39,29,25
21,Male,Electrical,0,8,0,1,64,36,26,24
21,Male,Mechanical,0,6,0,0,74,35,27,29
21,Female,Computer Science,1,6,0,0,20,30,31,28
